season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Ben Swank,Ben,Swank,,789,Ben Swank,0,0WILLIAMS,35,32,,,127,35,34,11,6,0,1,27,0,4,22,13,7,2,3,1,0,0,0,0,0,1,0,0.409,43,162,9,.778,.268,.339,30,61,10,0,0,0,0,9,0,101,.901,0,.000,,2,4,35,36,"8,32",0.25,8,32,"15,47",0.32,15,47,"11,35",0.31,11,35,"6,20",0.30,6,20,0,0,0,0,"29,69","4,17","29,55",58,0,0,0,0,0,0,0,7,17,0,,Williams,WILLIAMS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Burrell II,Burrell,II,,789,Burrell II,0,0WILLIAMS,26,25,,,99,21,33,17,0,1,1,21,0,0,6,2,5,1,1,2,0,0,0,2,0,3,0,0.443,38,123,6,.833,.333,.384,55,4,0,0,0,0,0,0,0,59,1.000,0,.000,,2,3,34,27,"7,20",0.35,7,20,"20,47",0.43,20,47,"12,26",0.46,12,26,"4,8",0.50,4,8,0,0,0,0,"5,21","8,12","35,55",284,0,0,0,5,0,0,0,9,10,0,,Williams,WILLIAMS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Henry Juan,Henry,Juan,,789,Henry Juan,0,0WILLIAMS,34,32,,,126,32,43,30,15,0,4,21,2,7,14,6,3,0,0,2,0,0,0,2,0,6,0,0.455,70,156,3,1.000,.341,.556,234,21,5,5,0,56,10,2,0,260,.981,66,.848,,1,5,29,41,"11,39",0.28,11,39,"27,73",0.37,27,73,"17,39",0.44,17,39,"4,12",0.33,4,12,0,0,0,0,"6,16","9,12","46,85",59,0,0,0,90,0,0,0,7,27,0,,Williams,WILLIAMS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Brendan Stannard,Brendan,Stannard,,789,Brendan Stannard,0,0WILLIAMS,5,5,,,14,3,3,1,0,0,0,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0.421,3,19,2,1.000,.214,.214,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,1,4,6,"1,4",0.25,1,4,"1,7",0.14,1,7,"1,6",0.17,1,6,"0,3",0,0,3,0,0,0,0,"2,7","1,2","4,9",0,0,0,0,0,0,0,0,1,5,0,,Williams,WILLIAMS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,James O'connor,James,O'connor,,789,James O'connor,0,0WILLIAMS,35,35,,,130,32,42,41,9,1,8,19,1,2,28,11,6,0,1,8,0,0,0,1,1,4,0,0.396,77,160,6,1.000,.323,.592,225,6,2,0,0,1,0,18,0,233,.991,1,1.000,,4,4,28,41,"15,50",0.30,15,50,"24,83",0.29,24,83,"14,51",0.27,14,51,"4,16",0.25,4,16,0,0,0,0,"9,21","15,20","56,103",198,0,0,0,10,0,0,0,21,31,0,,Williams,WILLIAMS,0,False,3,1,1,0,0,0,0,0,0,0,4.0,1,1,0,7,1,0,0,2.25,15,15,2,0,0,0,0,0,0,4,.200,5,0,0,"0,1","1,7",0,0,"0,1"
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Dave Mosrie,Dave,Mosrie,,789,Dave Mosrie,0,0WILLIAMS,34,30,,,95,19,18,14,1,5,1,17,0,4,15,6,7,3,5,3,0,0,0,1,0,2,0,0.328,32,124,10,.700,.189,.337,42,81,13,0,0,0,0,16,0,136,.904,0,.000,,4,4,30,35,"6,43",0.14,6,43,"7,53",0.13,7,53,"4,38",0.11,4,38,"3,18",0.17,3,18,0,0,0,0,"9,22","6,12","31,67",22,0,0,0,12,0,0,0,20,45,0,,Williams,WILLIAMS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Ryan Nakajima,Ryan,Nakajima,,789,Ryan Nakajima,0,0WILLIAMS,37,37,,,149,35,59,42,11,4,2,14,0,0,19,4,13,2,1,3,0,0,0,3,1,3,0,0.440,84,167,15,.867,.396,.564,110,3,2,0,0,0,0,1,0,115,.983,0,.000,,4,6,40,31,"18,48",0.38,18,48,"32,81",0.40,32,81,"25,57",0.44,25,57,"10,21",0.48,10,21,0,0,0,0,"13,34","16,19","51,87",810,0,0,0,0,0,0,0,20,31,0,,Williams,WILLIAMS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Luca Lopetrone,Luca,Lopetrone,,789,Luca Lopetrone,0,0WILLIAMS,27,25,,,89,20,29,19,8,1,1,10,0,5,25,9,10,1,2,2,0,0,0,0,0,0,0,0.415,42,108,11,.909,.326,.472,37,2,0,0,0,0,0,0,0,39,1.000,0,.000,,2,2,14,23,"14,33",0.42,14,33,"19,48",0.40,19,48,"13,35",0.37,13,35,"4,11",0.36,4,11,0,0,0,0,"7,21","6,10","34,57",131,0,0,0,13,0,0,0,13,16,0,,Williams,WILLIAMS,0,False,4,1,0,1,0,1,0,0,0,0,3.0,0,0,0,2,1,0,0,0.00,12,13,0,0,0,1,0,0,0,1,.333,3,3,0,"1,1","2,5",0,0,"1,2"
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Sasha Palma,Sasha,Palma,,789,Sasha Palma,0,0WILLIAMS,28,21,,,79,8,21,11,5,0,0,9,0,1,16,5,2,0,3,1,0,0,0,0,0,0,0,0.344,26,93,2,1.000,.266,.329,32,42,4,0,0,0,0,6,0,78,.949,0,.000,,0,2,26,20,"7,32",0.22,7,32,"14,48",0.29,14,48,"7,33",0.21,7,33,"3,8",0.38,3,8,0,0,0,0,"4,16","6,8","20,53",197,0,0,0,92,0,0,0,8,29,0,,Williams,WILLIAMS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,New England Small College Athletic Conference (NESCAC),nescac,Williams,Owen Mchugh,Owen,Mchugh,,789,Owen Mchugh,0,0WILLIAMS,26,24,,,58,14,16,5,1,0,0,12,1,4,13,10,7,2,0,0,0,0,0,1,1,1,0,0.432,17,74,9,.778,.276,.293,21,22,1,0,0,5,0,4,0,44,.977,5,1.000,,1,2,16,11,"5,17",0.29,5,17,"7,29",0.24,7,29,"3,17",0.18,3,17,"3,8",0.38,3,8,0,0,0,0,"12,16","0,4","17,35",10,0,0,0,12,0,0,0,3,12,0,,Williams,WILLIAMS,0,False,32,1,8,3,1,0,0,0,0,0,39.2,11,10,19,53,6,0,2,2.27,146,169,2,3,1,0,1,0,0,14,.219,35,27,2,"0,4","0,3","0,1",0,"3,6"
