conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,Joey Frammartino,,,,51,51,187,52,69,60,17,3,7,25,1,23,23,2,22,1,1,10,0,0,0,1,1,1,0,0.478,113,246,23,.957,.369,.604,78,2,2,0,0,0,0,1,0,82,.976,0,.000,6,4,45,55,"24,64",0.38,24,64,"43,101",0.43,43,101,"33,82",0.40,33,82,"13,27",0.48,13,27,0,0,0,0,"18,45","23,27","87,129",97,0,0,0,0,0,0,0,29,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,Danny Macdougall,,,,51,51,205,77,71,47,9,2,8,33,1,15,31,11,45,4,4,4,1,0,0,0,2,0,0,0.463,108,262,49,.918,.346,.527,199,8,1,0,0,0,0,9,0,208,.995,0,.000,10,4,35,67,"17,54",0.31,17,54,"38,109",0.35,38,109,"24,77",0.31,24,77,"10,32",0.31,10,32,0,0,0,0,"17,37","16,23","78,134",107,0,0,0,0,0,0,0,19,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,Zach Stephenson,,,,50,50,188,64,63,36,11,3,9,28,0,20,31,8,22,4,1,5,0,0,0,0,2,1,0,0.461,107,242,26,.846,.335,.569,94,1,0,0,0,0,0,1,0,95,1.000,0,.000,4,6,41,52,"23,63",0.37,23,63,"19,74",0.26,19,74,"13,51",0.25,13,51,"8,27",0.30,8,27,0,0,0,0,"41,77","10,15","60,99",66,0,0,0,0,0,0,0,22,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,John Mulready,,,,50,48,171,36,62,56,9,3,6,18,0,9,20,9,3,0,0,5,0,0,0,2,0,2,0,0.438,95,203,3,1.000,.363,.556,322,21,2,2,0,18,11,2,0,345,.994,29,.621,2,10,33,58,"26,62",0.42,26,62,"40,92",0.43,40,92,"34,70",0.49,34,70,"8,26",0.31,8,26,0,0,0,0,"15,39","19,26","65,107",273,0,0,0,0,0,0,0,11,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,James Benestad,,,,30,3,23,8,6,11,0,0,2,0,0,4,7,3,0,0,0,0,0,0,0,1,0,1,0,0.370,12,27,0,.000,.261,.522,79,10,1,0,0,5,4,0,0,90,.989,9,.556,0,1,4,6,"3,9",0.33,3,9,"6,13",0.46,6,13,"4,8",0.50,4,8,"1,3",0.33,1,3,0,0,0,0,"0,5","2,2","10,16","1,1",1.00,1,1,"1,1",1.00,1,1,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,Tj Liponis,,,,51,51,181,47,53,41,11,0,6,20,0,11,24,4,6,4,1,11,0,0,0,3,2,4,0,0.377,82,224,10,.600,.293,.453,61,157,9,0,0,0,0,30,0,227,.960,0,.000,5,10,33,78,"17,51",0.33,17,51,"28,90",0.31,28,90,"18,57",0.32,18,57,"9,22",0.41,9,22,0,0,0,0,"14,41","19,27","68,120",49,0,0,0,0,0,0,0,18,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,Robbie Wladkowski,,,,51,51,183,48,53,60,12,0,13,16,0,25,37,11,0,0,0,2,0,0,0,5,0,6,0,0.416,104,226,0,.000,.290,.568,36,88,19,0,0,0,0,8,0,143,.867,0,.000,3,7,39,52,"18,68",0.26,18,68,"38,116",0.33,38,116,"29,80",0.36,29,80,"7,24",0.29,7,24,0,0,0,0,"14,43","12,20","70,137",106,0,0,0,0,0,0,0,11,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,Kyle Grabowski,,,,47,47,174,54,59,46,15,2,5,14,0,18,27,5,15,3,0,5,0,0,0,2,1,5,0,0.431,93,211,18,.833,.339,.534,2,6,1,0,0,0,0,1,0,9,.889,0,.000,3,6,33,56,"13,62",0.21,13,62,"31,100",0.31,31,100,"24,74",0.32,24,74,"11,25",0.44,11,25,0,0,0,0,"16,35","19,24","61,121",260,0,0,0,0,0,0,0,12,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,Cade Bernardo,,,,49,46,160,37,58,52,11,1,8,20,0,3,24,3,0,0,0,6,0,0,0,2,1,2,0,0.429,95,189,0,.000,.363,.594,283,19,2,0,0,0,0,27,0,304,.993,0,.000,1,9,35,47,"20,53",0.38,20,53,"41,98",0.42,41,98,"34,75",0.45,34,75,"9,25",0.36,9,25,0,0,0,0,"13,31","13,15","67,112",38,0,0,0,37,0,0,0,14,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc,The Commonwealth Coast Conference (CCC),2025-26,baseball,Endicott College,Elijah Moses,,,,20,4,26,2,5,9,0,0,2,5,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0.344,11,32,0,.000,.192,.423,6,0,0,0,0,0,0,3,0,6,1.000,0,.000,0,0,6,6,"3,13",0.23,3,13,"4,18",0.22,4,18,"3,13",0.23,3,13,0,0,0,0,0,0,0,0,"0,1","2,5","9,22",49,0,0,0,82,0,0,0,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
