season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,D. Woolley,D.,Woolley,,211,D. Woolley,0,0ETOWN,37,37,,,137,50,52,33,5,2,4,38,1,8,12,6,17,1,0,2,0,0,0,0,0,1,0,0.530,73,185,18,.944,.380,.533,39,116,6,0,0,0,0,21,0,161,.963,0,.000,,7,2,32,36,"15,33",0.45,15,33,"26,65",0.40,26,65,"20,48",0.42,20,48,"8,22",0.36,8,22,0,0,0,0,"34,67","11,17","46,75",111,0,0,0,0,0,0,0,12,22,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,Q. Perilli,Q.,Perilli,,211,Q. Perilli,0,0ETOWN,42,42,,,151,55,56,51,10,2,8,30,11,17,16,4,12,2,3,2,0,0,0,4,2,5,0,0.515,94,203,14,.857,.371,.623,168,11,3,0,0,5,1,13,0,182,.984,6,.833,,2,5,26,55,"12,39",0.31,12,39,"37,100",0.37,37,100,"26,59",0.44,26,59,"8,26",0.31,8,26,0,0,0,0,"17,27","8,17","60,120",224,0,0,0,0,0,0,0,10,35,0,,Elizabethtown,ETOWN,0,False,42,1,7,2,2,0,1,0,0,0,34.0,24,23,14,30,5,2,2,6.09,139,159,1,3,0,2,1,0,1,14,.302,34,34,1,"0,3","3,6","1,3",0,"2,5"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,R. Agriss,R.,Agriss,,211,R. Agriss,0,0ETOWN,38,29,,,109,28,35,39,14,0,5,13,1,8,20,7,0,0,5,4,0,0,0,0,0,1,0,0.418,64,139,0,.000,.321,.587,195,7,1,0,0,0,0,13,0,203,.995,0,.000,,2,4,27,35,"17,42",0.40,17,42,"25,61",0.41,25,61,"20,46",0.43,20,46,"5,15",0.33,5,15,0,0,0,0,"11,30","9,16","44,77",38,0,0,0,18,0,0,0,15,22,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,M. Woolwine,M.,Woolwine,,211,M. Woolwine,0,0ETOWN,36,36,,,138,42,51,24,5,1,3,19,0,6,23,7,12,1,3,2,0,0,0,0,0,2,0,0.461,67,168,13,.923,.370,.486,102,2,0,0,0,0,0,0,0,104,1.000,0,.000,,8,1,21,42,"14,42",0.33,14,42,"32,81",0.40,32,81,"22,55",0.40,22,55,"10,21",0.48,10,21,0,0,0,0,"9,23","6,13","53,99",101,0,0,0,0,0,0,0,11,25,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,A. Lipscomb,A.,Lipscomb,,211,A. Lipscomb,0,0ETOWN,27,18,,,46,4,18,9,1,0,0,6,0,0,16,5,1,1,1,0,0,0,0,0,0,1,0,0.462,19,53,2,.500,.391,.413,18,9,1,0,0,5,1,4,0,28,.964,6,.833,,2,0,10,3,"4,13",0.31,4,13,"11,28",0.39,11,28,"7,23",0.30,7,23,"1,2",0.50,1,2,0,0,0,0,"1,6","3,6","16,31",1,0,0,0,132,0,0,0,5,8,0,,Elizabethtown,ETOWN,0,False,38,1,6,5,0,0,0,0,0,0,48.1,14,10,18,44,5,1,2,1.86,174,199,4,3,1,3,1,0,1,14,.218,49,44,1,"3,8","4,15","1,7",0,"3,11"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,T. Bohn,T.,Bohn,,211,T. Bohn,0,0ETOWN,11,0,,,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0,3,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,2,"0,1",0,0,1,"0,2",0,0,2,"0,1",0,0,1,"0,2",0,0,2,0,0,0,0,"0,1",0,"0,2",0,0,0,0,4,0,0,0,0,2,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,S. Martin,S.,Martin,,211,S. Martin,0,0ETOWN,40,40,,,163,33,54,32,9,1,2,18,0,2,31,5,12,1,2,4,0,0,0,0,2,1,0,0.396,71,189,13,.923,.331,.436,65,4,2,0,0,0,0,0,0,71,.972,0,.000,,2,10,34,46,"16,60",0.27,16,60,"30,103",0.29,30,103,"20,78",0.26,20,78,"10,22",0.45,10,22,0,0,0,0,"14,28","14,27","51,116",98,0,0,0,0,0,0,0,12,44,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,T. Kanakos,T.,Kanakos,,211,T. Kanakos,0,0ETOWN,31,23,,,82,15,26,23,6,0,1,12,0,9,8,5,2,1,7,1,0,0,0,1,1,1,0,0.452,35,111,3,.667,.317,.427,133,9,1,1,0,19,2,0,0,143,.993,21,.905,,4,3,21,31,"9,31",0.29,9,31,"14,45",0.31,14,45,"13,34",0.38,13,34,"6,12",0.50,6,12,0,0,0,0,"11,24","5,9","34,59",221,0,0,0,2,0,0,0,13,23,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,N. Fiorini,N.,Fiorini,,211,N. Fiorini,0,0ETOWN,40,37,,,138,27,35,29,8,1,2,16,1,5,20,5,1,0,4,2,0,0,0,0,0,2,0,0.348,51,165,1,1.000,.254,.370,85,0,4,0,0,0,0,0,0,89,.955,0,.000,,5,4,39,46,"11,52",0.21,11,52,"21,86",0.24,21,86,"14,63",0.22,14,63,"5,25",0.20,5,25,0,0,0,0,"12,30","9,15","44,96",156,0,0,0,11,0,0,0,21,57,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,A. McClain,A.,McClain,,211,A. McClain,0,0ETOWN,38,38,,,143,32,43,30,10,2,3,7,0,11,28,8,1,0,8,1,0,0,0,0,1,1,0,0.377,66,170,1,1.000,.301,.462,21,61,7,0,0,0,0,2,0,89,.921,0,.000,,5,7,41,35,"9,44",0.20,9,44,"20,75",0.27,20,75,"15,58",0.26,15,58,"7,19",0.37,7,19,0,0,0,0,"18,37","8,13","43,89",40,0,0,0,0,0,0,0,15,32,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,A. Perrin,A.,Perrin,,211,A. Perrin,0,0ETOWN,42,42,,,140,34,50,21,7,2,1,22,0,0,17,12,11,3,12,1,0,0,0,1,0,3,0,0.442,64,175,14,.786,.357,.457,93,99,8,0,0,0,0,21,0,200,.960,0,.000,,4,5,51,32,"14,56",0.25,14,56,"31,75",0.41,31,75,"18,45",0.40,18,45,"9,27",0.33,9,27,0,0,0,0,"12,28","8,11","60,98",28,0,0,0,0,0,0,0,21,42,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,K. Mulville,K.,Mulville,,211,K. Mulville,0,0ETOWN,14,9,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2,1,0,.000,1.000,2.000,2,14,1,0,0,5,0,0,0,17,.941,5,1.000,,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,66,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,66,1,9,7,2,0,1,0,0,0,64.2,35,29,16,47,9,0,2,4.04,246,281,2,9,2,4,6,0,3,14,.268,65,73,0,"1,5","4,16","0,3",0,"2,9"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,P. Kvech,P.,Kvech,,211,P. Kvech,0,0ETOWN,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,3,0,0,0,3,0,1,0,4,1.000,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,13,1,0,2,1,3,0,0,0,0,22.0,4,3,5,15,2,0,0,1.23,76,86,1,3,1,1,1,0,1,9,.171,18,32,0,"0,2","0,2","0,1",0,"0,2"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,C. Sheerer,C.,Sheerer,,211,C. Sheerer,0,0ETOWN,12,7,,,29,7,8,6,0,0,0,2,0,2,14,6,1,0,1,1,0,0,0,0,0,0,0,0.353,8,35,1,1.000,.276,.276,15,0,0,0,0,0,0,0,0,15,1.000,0,.000,,0,0,4,5,"2,8",0.25,2,8,"7,19",0.37,7,19,"6,15",0.40,6,15,"1,3",0.33,1,3,0,0,0,0,"3,8","4,3","10,21",0,0,0,0,1,0,0,0,3,7,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,E. Espeset,E.,Espeset,,211,E. Espeset,0,0ETOWN,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,1,0,0,0,2,1.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,2,1,0,1,0,0,0,0,0,0,2.1,5,5,5,1,0,0,1,19.29,8,14,0,0,0,0,1,0,1,0,.250,2,4,0,"1,1","2,3","1,1",0,"0,2"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,M. Polun,M.,Polun,,211,M. Polun,0,0ETOWN,16,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,3,0,0,0,2,0,0,0,3,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,16,1,0,1,2,0,0,0,0,0,10.0,14,10,6,3,1,0,1,9.00,43,52,0,3,1,0,0,0,1,0,.372,10,14,2,"2,2","7,9","1,1",0,"6,7"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,A. Casey,A.,Casey,,211,A. Casey,0,0ETOWN,5,1,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,0,1,0,0,0,2,0,1,0,1,1.000,2,1.000,,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"0,1","0,1",0,0,1,"0,1",0,0,1,0,3,0,,Elizabethtown,ETOWN,0,False,6,1,1,0,0,0,0,0,0,0,5.2,8,3,8,6,1,0,0,4.76,22,35,4,3,0,1,1,0,0,1,.273,5,5,0,"2,6","5,16",0,0,"5,9"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,C. Schulte,C.,Schulte,,211,C. Schulte,0,0ETOWN,14,1,,,6,0,2,2,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0.333,3,7,0,.000,.333,.500,12,3,0,0,0,4,2,0,0,15,1.000,6,.667,,0,0,2,1,"2,3",0.67,2,3,"2,4",0.50,2,4,"2,4",0.50,2,4,0,0,0,0,0,0,0,0,"0,1","0,1","4,5",0,0,0,0,"0,1",0,0,1,3,1,0,,Elizabethtown,ETOWN,0,False,10,1,0,3,1,0,0,0,0,0,12.2,8,8,9,14,3,0,0,5.68,47,63,2,6,0,0,1,0,0,3,.213,16,8,0,"0,4","0,4","0,2",0,"0,3"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,L. Burns,L.,Burns,,211,L. Burns,0,0ETOWN,8,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,5,3,0,0,6,2,0,0,8,.625,8,.750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,31,1,6,3,2,0,0,0,0,0,28.0,21,15,15,20,6,0,0,4.82,101,132,3,10,2,3,3,0,1,8,.307,25,29,1,"1,1","0,3","0,2",0,"1,2"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,G. Patridge,G.,Patridge,,211,G. Patridge,0,0ETOWN,9,5,,,18,1,1,1,0,0,0,2,0,1,8,3,0,0,1,0,0,0,0,0,0,1,0,0.190,1,22,0,.000,.056,.056,21,8,2,4,0,13,1,0,0,31,.935,14,.929,,1,0,3,6,"1,8",0.13,1,8,"0,7",0,0,7,"0,6",0,0,6,"1,5",0.20,1,5,0,0,0,0,"0,5","0,1","4,10",7,0,0,0,7,0,0,0,2,8,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,N. Schwing,N.,Schwing,,211,N. Schwing,0,0ETOWN,7,1,,,5,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0.167,0,8,0,.000,.000,.000,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,0,0,4,2,"0,3",0,0,3,"0,3",0,0,3,"0,3",0,0,3,"0,2",0,0,2,0,0,0,0,0,"0,1","2,5","0,1",0,0,1,"0,1",0,0,1,3,5,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,L. Scheib,L.,Scheib,,211,L. Scheib,0,0ETOWN,10,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,1,0,0,3,3,0,0,3,.667,6,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,17,1,2,0,1,0,0,0,0,0,16.1,17,15,11,14,2,0,1,8.27,62,81,0,6,0,0,2,0,0,2,.274,18,13,0,"1,3","1,1","2,4",0,"0,2"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,B. Dunbar,B.,Dunbar,,211,B. Dunbar,0,0ETOWN,4,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0,1,0,.000,.000,.000,2,2,2,0,0,0,0,0,0,6,.667,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,0,1,0,0,0,0,0,0,0,0,0.0,1,1,2,0,0,0,0,99.00,0,2,0,0,0,0,0,0,0,0,.000,0,0,0,"1,1",0,0,0,0
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,J. Peterson,J.,Peterson,,211,J. Peterson,0,0ETOWN,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,0,0,0,0,0,1,0,4,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,10,1,0,0,0,0,0,0,0,0,9.0,8,8,8,9,0,1,1,8.00,35,46,3,3,0,0,0,0,1,2,.286,5,11,0,"3,7","3,8","1,2",0,"5,10"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,C. Rible,C.,Rible,,211,C. Rible,0,0ETOWN,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,2,0,0,0,1,0,0,0,3,1.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,18,1,0,0,1,9,0,0,0,0,15.0,7,7,7,12,2,1,0,4.20,62,72,1,2,0,1,0,0,2,5,.290,17,15,0,"1,4","1,5","0,2",0,"3,7"
2025-26,baseball,Landmark Conference,landmark_conference,Elizabethtown,N. Woodbury,N.,Woodbury,,211,N. Woodbury,0,0ETOWN,9,0,,,5,3,2,0,0,0,0,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0.571,2,7,1,1.000,.400,.400,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,1,0,0,0,0,0,0,0,"2,4",0.50,2,4,"1,3",0.33,1,3,0,0,0,0,0,0,0,0,"1,1",0,"2,4",0,0,0,0,27,0,0,0,0,0,0,,Elizabethtown,ETOWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
