season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,Ryar Rinehart,Ryar,Rinehart,,326,Ryar Rinehart,0,0KZOO,18,18,,,63,20,26,42,7,0,8,10,0,6,12,3,4,0,0,2,0,0,0,0,2,0,0,0.519,57,81,4,1.0,0.413,0.905,111,8,1,0,0,0,0,12,0,120,0.992,0,0.0,,2,1,8,17,"12,26",0.46,12,26,"20,40",0.5,20,40,"16,30",0.53,16,30,"4,9",0.44,4,9,0,0.0,0,0,"2,5","11,16","30,46",87,0.0,0,0,0,0.0,0,0,6,4,0,,Kalamazoo,KZOO,1088-179,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,103.0,batting,,
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,Robert Newland,Robert,Newland,,326,Robert Newland,0,0KZOO,18,18,,,70,30,32,27,6,1,4,8,0,5,14,3,22,1,1,2,0,0,0,0,1,1,0,0.529,52,86,23,0.957,0.457,0.743,22,3,1,0,0,0,0,0,0,26,0.962,0,0.0,,3,3,9,16,"11,20",0.55,11,20,"17,39",0.44,17,39,"14,29",0.48,14,29,"5,8",0.63,5,8,0,0.0,0,0,"7,8","7,13","27,47",394,0.0,0,0,0,0.0,0,0,4,9,0,,Kalamazoo,KZOO,1088-175,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,99,102.0,batting,,
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,Caleb Moore,Caleb,Moore,,326,Caleb Moore,0,0KZOO,18,18,,,75,18,30,27,6,1,1,7,0,1,10,5,5,1,0,2,0,0,0,0,1,0,0,0.447,41,85,6,0.833,0.4,0.547,93,16,0,2,0,5,6,0,0,109,1.0,11,0.455,,0,4,15,22,"15,31",0.48,15,31,"23,46",0.5,23,46,"18,35",0.51,18,35,"4,12",0.33,4,12,0,0.0,0,0,"4,14","10,12","32,51",73,0.0,0,0,0,0.0,0,0,5,17,0,,Kalamazoo,KZOO,1088-1772,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,99,101.0,batting,,
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Jones, Gabe",Gabe,Jones,,4,"Jones, Gabe",0,0ADR,16,15,,,62,16,25,22,5,0,3,8,0,2,16,0,0,0,1,0,0,0,0,0,0,0,0,0.486,39,73,0,0.0,0.403,0.629,61,6,0,2,0,7,2,0,0,67,1.0,9,0.778,,1,3,9,12,"7,22",0.32,7,22,"16,36",0.44,16,36,"12,29",0.41,12,29,"3,7",0.43,3,7,"5,13",0.38,5,13,"7,14","6,8","23,40",39,0.0,0,0,0,0.0,0,0,14,14,0,,Adrian,ADR,1083-14097,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,98,100.0,batting,,
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,Alex Fenkell,Alex,Fenkell,,326,Alex Fenkell,0,0KZOO,17,12,,,46,17,21,20,2,3,5,5,0,3,4,0,9,0,0,1,0,0,0,0,0,0,0,0.527,44,55,9,1.0,0.457,0.957,10,16,5,0,0,0,0,4,0,31,0.839,0,0.0,,1,1,11,9,"10,21",0.48,10,21,"11,28",0.39,11,28,"10,19",0.53,10,19,"3,5",0.6,3,5,0,0.0,0,0,"4,8","3,5","17,31",15,0.0,0,0,14,0.0,0,0,3,12,0,,Kalamazoo,KZOO,1088-172,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,98,99.0,batting,,
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Boike, Jack",Jack,Boike,,4,"Boike, Jack",0,0ADR,16,15,,,57,16,23,15,4,0,0,12,0,0,7,3,7,1,1,2,0,0,0,1,0,2,0,0.493,27,72,8,0.875,0.404,0.474,51,0,1,0,0,0,0,0,0,52,0.981,0,0.0,,4,1,15,12,"10,22",0.45,10,22,"13,35",0.37,13,35,"10,27",0.37,10,27,"2,6",0.33,2,6,"7,16",0.44,7,16,"8,13","6,12","22,40",10,0.0,0,0,0,0.0,0,0,10,20,0,,Adrian,ADR,1083-5936,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,98,98.0,batting,,
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,Landon Evans,Landon,Evans,,114,Landon Evans,0,0CALVIN,16,15,,,37,8,16,14,8,0,2,14,0,1,13,5,5,0,0,1,0,0,0,0,0,0,0,0.585,30,53,5,1.0,0.432,0.811,98,5,2,0,0,0,0,5,0,105,0.981,0,0.0,,1,0,0,8,"5,13",0.38,5,13,"13,22",0.59,13,22,"9,15",0.6,9,15,"1,5",0.2,1,5,0,0.0,0,0,"7,13","2,3","18,26",1,0.0,0,0,"0,1",0.0,0,1,2,7,0,,Calvin,CALVIN,1086-2552,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,97,97.0,batting,,
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,Giuseppe Sapienza,Giuseppe,Sapienza,,21,Giuseppe Sapienza,0,0ALMA,11,10,,,40,14,16,12,4,1,2,7,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0.547,28,53,0,0.0,0.4,0.7,27,6,0,0,0,0,0,2,0,33,1.0,0,0.0,,1,1,6,11,"5,9",0.56,5,9,"8,18",0.44,8,18,"5,13",0.38,5,13,"4,8",0.5,4,8,0,0.0,0,0,"6,10","1,3","14,22",67,0.0,0,0,"0,1",0.0,0,1,1,6,0,,Alma,ALMA,1085-3935,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,97,96.0,batting,,
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,Jack Laporte,Jack,Laporte,,15,Jack Laporte,0,0ALBION,10,10,,,41,13,20,12,2,0,2,3,0,0,10,1,4,2,0,2,0,0,0,0,0,1,0,0.5,28,46,6,0.667,0.488,0.683,9,1,0,0,0,0,0,0,0,10,1.0,0,0.0,,0,0,7,6,"6,11",0.55,6,11,"10,22",0.45,10,22,"6,15",0.4,6,15,"3,6",0.5,3,6,0,0.0,0,0,"5,7","6,8","15,24","1,1",1.0,1,1,0,0.0,0,0,6,3,0,,Albion,ALBION,1084-3901,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,97,95.0,batting,,
2026-27,baseball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,Gavin White,Gavin,White,,15,Gavin White,0,0ALBION,16,16,,,67,18,27,12,8,2,0,10,1,4,15,6,6,0,0,0,0,0,0,0,0,1,0,0.506,39,81,6,1.0,0.403,0.582,101,13,3,2,0,8,3,5,0,117,0.974,11,0.727,,4,0,16,5,"10,29",0.34,10,29,"18,36",0.5,18,36,"14,28",0.5,14,28,"6,11",0.55,6,11,0,0.0,0,0,"7,13","1,6","25,39",25,0.0,0,0,0,0.0,0,0,3,10,0,,Albion,ALBION,1084-3913,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,94.0,batting,,
