season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Ashlyn Steen,Ashlyn,Steen,,641,Ashlyn Steen,0,0SIMPSON,43,43,,,147,66,72,34,12,5,5,15,0,7,9,3,29,3,3,0,1,0,0,0,0,0,0,0.556,109,173,32,.906,.490,.741,45,2,1,0,0,0,0,1,0,48,.979,0,.000,,6,8,30,30,"21,38",0.55,21,38,"31,66",0.47,31,66,"18,43",0.42,18,43,"3,8",0.38,3,8,0,0,0,0,"41,65","7,9","50,76",96,0,0,0,0,0,0,0,9,23,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Mackenzie James,Mackenzie,James,,641,Mackenzie James,0,0SIMPSON,43,43,,,137,27,52,35,6,2,1,15,0,0,8,2,8,2,2,2,0,0,0,0,0,3,0,0.435,65,156,10,.800,.380,.474,42,3,2,0,0,0,0,1,0,47,.957,0,.000,,4,9,28,48,"16,50",0.32,16,50,"29,82",0.35,29,82,"23,64",0.36,23,64,"3,9",0.33,3,9,0,0,0,0,"17,31","13,18","52,89",26,0,0,0,0,0,0,0,18,42,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Lauren Ellwanger,Lauren,Ellwanger,,641,Lauren Ellwanger,0,0SIMPSON,2,0,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,"0,1",0,0,1,0,1,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Alexis Ehlers,Alexis,Ehlers,,641,Alexis Ehlers,0,0SIMPSON,43,44,,,131,33,45,41,16,0,8,24,1,4,15,7,11,1,2,5,0,0,0,0,0,0,0,0.445,85,166,12,.917,.344,.649,72,108,14,0,0,0,0,14,0,194,.928,0,.000,,3,2,19,56,"17,55",0.31,17,55,"27,85",0.32,27,85,"19,63",0.30,19,63,"2,10",0.20,2,10,0,0,0,0,"4,11","14,22","50,98",38,0,0,0,0,0,0,0,15,36,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Megan Heidelbauer,Megan,Heidelbauer,,641,Megan Heidelbauer,0,0SIMPSON,43,43,,,144,56,71,68,14,6,15,15,3,7,10,1,14,0,5,1,0,0,0,0,0,2,0,0.557,142,172,14,1.000,.493,.986,357,13,2,0,0,0,0,22,0,372,.995,0,.000,,6,5,26,37,"25,41",0.61,25,41,"45,88",0.51,45,88,"39,72",0.54,39,72,"4,11",0.36,4,11,0,0,0,0,"11,16","8,18","68,104",60,0,0,0,0,0,0,0,17,18,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Savana Walls,Savana,Walls,,641,Savana Walls,0,0SIMPSON,7,0,,,6,0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,3,6,0,.000,.333,.500,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,1,0,1,1,"2,3",0.67,2,3,"2,4",0.50,2,4,"2,4",0.50,2,4,0,0,0,0,0,0,0,0,"0,1","1,1","4,4","1,1",1.00,1,1,31,0,0,0,1,0,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Brielyn Ginnaty,Brielyn,Ginnaty,,641,Brielyn Ginnaty,0,0SIMPSON,28,20,,,70,7,19,9,2,0,5,6,0,1,14,3,0,0,0,0,0,0,0,1,0,1,0,0.338,36,77,0,.000,.271,.514,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,3,4,8,24,"4,20",0.20,4,20,"10,39",0.26,10,39,"6,24",0.25,6,24,"2,4",0.50,2,4,0,0,0,0,"4,14","1,4","20,41",9,0,0,0,69,0,0,0,3,19,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Rowen Fisk,Rowen,Fisk,,641,Rowen Fisk,0,0SIMPSON,23,0,,,2,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.000,0,2,5,1.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,2,"0,2",0,0,2,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"0,1","0,1",0,0,1,"0,1",0,0,1,0,3,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Gracie Bruening,Gracie,Bruening,,641,Gracie Bruening,0,0SIMPSON,25,19,,,53,6,15,10,5,0,1,4,0,5,11,4,1,0,1,0,0,0,0,0,0,0,0,0.387,23,63,1,1.000,.283,.434,84,2,3,2,0,5,2,0,0,89,.966,7,.714,,2,1,7,19,"4,18",0.22,4,18,"10,32",0.31,10,32,"10,25",0.40,10,25,"2,3",0.67,2,3,0,0,0,0,"2,7","4,6","12,33",44,0,0,0,3,0,0,0,1,14,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,softball,American Rivers Conference (ARC),arc,Simpson,Caelynn Obleton,Caelynn,Obleton,,641,Caelynn Obleton,0,0SIMPSON,44,44,,,118,32,34,9,4,4,0,18,0,1,17,4,22,0,5,0,0,0,0,0,0,0,0,0.387,46,142,22,1.000,.288,.390,28,113,5,0,0,0,0,7,0,146,.966,0,.000,,2,7,33,35,"9,43",0.21,9,43,"15,59",0.25,15,59,"8,37",0.22,8,37,"2,9",0.22,2,9,0,0,0,0,"16,28","4,8","34,70",7,0,0,0,0,0,0,0,9,37,0,,Simpson,SIMPSON,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
